year,month,day,url,title,letterId,question_only,question_id,afinn_overall,afinn_pos,afinn_neg,bing_pos
1985,1,07,proquest,READERS RATE ROOM AND BOARD ADVICE,1,"my husband is a volunteer firefighter. he is on call 24 hours a day, answering emergency alarms that range from a broken toe to a house going up in flames. my husband, and all the other volunteer firefighters, put their lives on the line every time they go out on a call. and they get no pay.
what do they get? complaints from an ungrateful community. just the other day in the supermarket i heard a woman complaining about the loud sirens and flashing lights of the fire trucks that go ""tearing around town at all hours of the night and day."" if it was her child or her house, maybe she'd feel differently.
i have a message for her and others who feel the way she does: lady, i'm sorry about the noise and fast driving. next time my husband has an alarm i'll tell him not to make any noise and to take his time.
firefighter's wife",2,-8,0,8,0.1
1985,1,09,proquest,OVEREATING'S AN ADDICTION THAT NEEDS ATTENTION,1,"a marriage of 35 years is about to end because my spouse has become repulsively obese. it's not that this person cannot ""perform,"" it's that i get totally turned off before i ever get to the bedroom.
have you any advice for the partner of the fat one? i think i could handle sickness. a person can't help getting sick, but growing fatter and fatter because of overeating is another story.
if i just didn't have to sleep with that spouse, i could survive. what is there besides divorce?
turned off in seattle",1,-1,1,2,0
1985,1,09,proquest,OVEREATING'S AN ADDICTION THAT NEEDS ATTENTION,1,"what would you do if you were a 5-foot-8, 60-year-old lady in love with a shrimp?
statuesque",2,3,3,-0,1
1985,1,09,proquest,OVEREATING'S AN ADDICTION THAT NEEDS ATTENTION,1,"the 80-year-old woman who is heartsick about her 28-year-old grandson's decision to have a vasectomy should mind her own business. she says he already has two children and makes a meager living, so she pays his rent and utilities. i wonder if grandma has given any thought to who will pay her grandson's rent and utilities when she's gone?
after we had a girl, then a boy, we decided our family was complete, so i had a vasectomy. we also heard a lot of ""what ifs"" from family and friends. ""what if something happened to one of your children?""
we told them, ""what if we had 10 children, our house burned down and we lost them all? one child could never be replaced with another.""
i was asked, ""what if your wife died, or you were divorced, and you married again and you wanted children with another wife, then what?""
i had my answer ready: ""i'm covered at the sperm bank.""
pestered no more in long beach
",3,-7,0,7,0.2
1985,1,10,proquest,A CHILD'S TEACHER MAY HELP SOLVE A FAMILY PROBLEM,1,"my daughter and her husband have two sons, ages 6 and 8. the 8-year-old (i'll call him bobby) is constantly being spanked for throwing temper tantrums, talking back, hitting, not doing as he's told, etc. i strongly object to this kind of punishment and have told my daughter and her husband so. they resent my outspoken criticism and have asked me to stop interfering.
that's not all. they favor the younger boy and always have. he never gets punished when he clearly has it coming, which creates hostility between the boys.
when i visited the boys' school for parents' night, bobby's teacher told me that he is well-liked and very well-behaved at school. she was amazed that he was a problem at home.
i know the parents love both their children, but i think they need professional help in raising them. how do i get this across without being told to ""butt out""? don't use my name. i'm already in the doghouse with them. sign me . . . doghouse grandma",1,2,7,5,0.375
1985,1,10,proquest,A CHILD'S TEACHER MAY HELP SOLVE A FAMILY PROBLEM,1,is it more important for a father to run every morning or to have breakfast with his son? sheila in del mar,2,NA,NA,NA,0
1985,1,10,proquest,A CHILD'S TEACHER MAY HELP SOLVE A FAMILY PROBLEM,1,"is it an old tradition that the person who makes the telephone call should be the one to end the conversation? my mother says it is.
she says she would talk all night before she would bring a conversation to a close if the other party had called her.
this is what she taught me, and i can remember countless times i have been late because of this. what do you think, abby? anxious in kentucky",3,-2,0,2,0
1985,1,11,proquest,PEDODONTIST CAN'T FIDDLE WHILE SCHOOL KEEPS,1,"in a recent letter someone objected to keeping children out of school for appointments. you supported this view and requested that all physicians and dentists make their appointments with schoolchildren after school.
how? i am a pedodontist and my practice is exclusively children and adolescents. if i were to follow your recommendation, i would have to schedule all my patients between 3 and 5 p.m. daily. this is impossible.
please print this. perhaps some people will try to be more understanding. my poor secretary takes an awful beating from irate parents.
frustrated dentist",1,-9,2,11,0.2857142857142857
1985,1,11,proquest,PEDODONTIST CAN'T FIDDLE WHILE SCHOOL KEEPS,1,"our 16-year-old son recently was placed in a state facility because of many problems at home and with the law. we try to be supportive and include him in the family as much as possible.
do i include his name on our greeting cards? he's still a part of our family even though he doesn't live with us. we don't want to leave him out, but neither do we want to give an incorrect impression as to his residence. in doubt",2,1,3,2,0.3333333333333333
1985,1,11,proquest,UNITARIAN CHURCH MAY BE RELIGIOUS SOLUTION TO MIXED MARRIAGE CEREMONY,1,"please print this for people who want to marry outside their religion, because that is our situation and we don't know which way to turn.
we are both 21 and in college. i was raised a roman catholic and the girl i want to marry was raised a jew. we love each other and never once have argued about religion. however, her parents aren't too happy about her marrying a catholic, and my parents aren't exactly thrilled with my marrying a jew.
i have no desire to turn jewish, and my fiancee doesn't want to turn catholic. we want to be married in either a church or a synagogue, but no priest will marry us, and neither will a rabbi. who will, then?
if we have children, we plan to expose them to both religions and let them decide what they want to be.
any ideas?
in love in boston",1,14,15,1,1
1985,1,11,proquest,UNITARIAN CHURCH MAY BE RELIGIOUS SOLUTION TO MIXED MARRIAGE CEREMONY,1,"as a horticulturist, may i add my opinion on whether a tomato is a fruit or a vegetable?
botanically speaking, a fruit is considered to be a mature ovary of a flower, which is what a tomato is. it contains seeds just as all fruits do (except parthenocarpic fruits, which are bred to be seedless). there are many types of fruit. for example, an apple is a pome fruit and a peach is a drupe fruit. a tomato is actually a berry!
however, commonly speaking, a tomato is treated as a vegetable because people do not eat them like other fruits. many other vegetables that are botanically classified as fruits are actually vegetables.
cucumber, squash, pumpkin, pepper and eggplant are also fruits, but are treated as vegetables. on the other hand, there are some vegetables that are not considered fruits. for example: brussels sprouts are buds, lettuce and cabbage are leaves, and broccoli and cauliflower are flowers! it matters little what you call them as long as you're happy when you eat them.
f. parivar, department of horticulture, university of illinois",2,6,6,-0,0.75
1985,1,13,proquest,"FEAR OF CANCER IS HEALTHY, EVEN AT YOUNG AGE",1,"cancer, cancer, cancer! every time i feel a lump, a bump or something that seems to have appeared out of the blue, i go running to the doctor to find out if it's cancer. then i feel like a fool when i'm told it's a normal part of my anatomy. am i crazy?
i'm 25 years old and in good physical condition. i don't smoke, don't take birth control pills and i drink only on occasion.
maybe i wouldn't be so paranoid if somebody told me i was not a ""high- risk"" candidate for cancer.
abby, what are the odds of someone like me developing cancer at my age? when should i go to the doctor? how long should i wait after noticing a lump, a bump, etc.?
the american cancer society stresses the importance of early cancer detection. yet how can a person distinguish between possible early cancer and something that's not serious without looking like a hypochondriac? please ease my mind.
cancerphobic",1,-11,4,15,0.05555555555555555
1985,1,13,proquest,"FEAR OF CANCER IS HEALTHY, EVEN AT YOUNG AGE",1,"a while back you had something in your column about dogs that was framed and hanging in a hotel lobby. the gist of it was that dogs were more welcome than people.
can you find it? i work in a hotel, and it would come in handy here.
night man",2,-2,0,2,1
1985,1,13,proquest,"FEAR OF CANCER IS HEALTHY, EVEN AT YOUNG AGE",1,"you've heard from the jacks and the chucks, and then you said, ""now let's hear from the johns.""
haven't you heard? johnny can't read. johnny can't write. johnny can't seem to do anything.
maybe that's why they say, ""let george do it.""
john can in oregon
every teen-ager should know the truth about drugs, sex and how to be happy. for abby's booklet, also available in spanish, send your name and address clearly printed with a check or money order for $2.50 (this includes postage) to: abby, teen booklet, p.o. box 38923, hollywood, calif. 90038.",3,3,3,-0,1
1985,1,14,proquest,KIDS WILL SEE THROUGH DAD'S PHONY PROMISES,1,"i would like to congratulate that young father of two who decided to get a vasectomy. (he's so hard up his grandmother pays his rent and utilities.)
he is a real man in my book. i was advised by my doctor not to have any more children. we have three, and we're saving up for me to have an operation that will cost twice as much as a vasectomy for my husband. he won't even discuss it, and the doctor says not to push him. how about all the times i'm ""pushed"" to have sex when i'm afraid my birth control might not work?
i'm getting to resent him and sex. i envy my girlfriends whose husbands have had vasectomies. they are real men!
constantly worried",1,-5,2,7,0.3333333333333333
1985,1,14,proquest,KIDS WILL SEE THROUGH DAD'S PHONY PROMISES,1,"when you get an invitation that reads, ""join us for some christmas cheer from 6 p.m. to 9 p.m.,"" what is that supposed to mean? should you arrive at 6 p.m. and stay until 9? or does it mean you can arrive anytime after 6 p.m., but you're not supposed to stay after 9 p.m.?
my husband says it means you can arrive anywhere between 6 and 9, but that doesn't make any sense because if you arrive at 8:55 p.m., you certainly wouldn't want to leave at 9.
also, what is ""christmas cheer""? a cocktail party with hors d'oeuvres? or should you expect enough in the way of refreshments to call it a meal? don't say, ""call the hostess and/or the host and ask."" that would be tacky. yet it would help a lot to know in advance what to expect.
while i'm on the subject, when someone calls on the phone and invites you to a party, and you ask, ""how should i dress?"" i always get a vague answer like, ""oh, just wear anything."" what is that supposed to mean?
holiday season mysteries",2,2,5,3,0.5
1985,1,16,proquest,MOM LAYS DOWN THE LAW LIKE SARGE,1,"i am the mother of a very pretty, popular, 15-year-old girl i'll call lucy. she's an honor student and has never been in any kind of trouble. her father and i had a rule that she couldn't go steady until she reached 16.
lucy met a boy, 16, from another high school, and they really fell for each other. he asked her to go steady and she said yes. two days later he came to meet us, and i decided to set the ""ground rules."" i thought if he knew the rules in advance he might not put any pressure on lucy.
i told him they must be off the phone by 9 p.m. on school nights as she had to be up at 6, at school at 7, and she needs her rest. i told him she didn't drink, that i didn't care if he drank, but he was not to drink when he was with her. i told him that he should go out with his boyfriends and lucy would go with her girlfriends--that they shouldn't be constant companions. end of conversation. well, he immediately got up and left--mad.
the next night they had plans to see a movie. he called lucy to say he would pick her up, but he wouldn't come inside the house. she felt bad. i told her to explain that we love her and are interested in her well-being. he thinks i don't like him and that's not true.
he didn't call lucy all week and she was heartbroken. she finally called him and asked what was wrong. he said he wanted to break up because he hadn't felt comfortable since meeting her mom. she hung up the phone in tears and went to bed.
i feel so guilty. was i wrong to set the ground rules on our first meeting? or did i just handle it wrong? how should i handle situations like this in the future? lucy has been very cool to me, and i haven't slept in a week.
well-meaning mom",1,-6,17,23,0.4444444444444444
1985,1,16,proquest,MOM LAYS DOWN THE LAW LIKE SARGE,1,"my husband and his two sisters (all married with children) had a studio portrait taken of just the three of them for their parents' christmas gift this year. spouses and grandchildren were not included.
why am i angry?
seeing red",2,-1,2,3,0
1985,1,16,proquest,MOM LAYS DOWN THE LAW LIKE SARGE,1,"my college son is dating a pushy, possessive girl with a lot of hang-ups. what's the best way to discourage this relationship?
concerned",3,-3,0,3,0
1985,1,17,proquest,"AT ANY AGE, IT'S IMPORTANT TO HAVE WILL",1,"i am a young, divorced mother, and my problem is that when i get asked out on a date, i end up paying the baby sitter.
i have had to turn down a lot of chances to go out because i couldn't afford a baby sitter. i'm on a tight budget, and things like food and clothes come first.
correct me if i'm wrong, but isn't the man supposed to pay for the sitter? i hate to ask in advance if he plans on paying, but maybe that's what i should do.
please answer in your column. i'm sure other young mothers have come up against the same problem.
mommy",1,-4,2,6,0.5
1985,1,17,proquest,"AT ANY AGE, IT'S IMPORTANT TO HAVE WILL",1,"please settle something for me, once and for all! everybody tells me i am wearing my rings wrong. i think i'm wearing them the way they should be worn, with my engagement ring on the inside. my reasoning:
when i became engaged, the engagement ring was placed on my finger. when i married, the wedding band was placed on my finger right next to it, and that's the way i have worn them.
so why do people tell me i'm wearing my rings ""wrong?""
ring problem",2,-6,0,6,0
1985,1,18,proquest,LOSING A FRIEND COULD SAVE MARRIAGE,1,"my best friend of almost 15 years was married for the third time about a year ago.
two months ago, she asked me if i was interested in ""swapping"" husbands. i immediately said ""no"" because: (1) i think it's immoral; (2) i value my marriage; (3) i do not want to have sex with another man . . . especially with my best friend's husband. (she said it was her husband's idea.)
since then, my best friend has been cool to me, but she has been coming on to my husband . . . flirting, pressing against him, etc. also, her husband has been coming on to me. he told me he has been dreaming about me, and ever since he heard i refused to go to bed with him, it makes him want me all the more.
i asked my husband what he thought about the swapping idea just to see what he'd say, and he said, ""i'll think about it."" i was angry because he didn't say no right off the bat like i did.
i still value my friendship with my best friend, and i feel sorry for her because she married that jerk.
how can we stay friends with this couple without agreeing to swap, which i think is what everybody wants, except me?
no names, small town",1,-7,1,8,0.2
1985,1,18,proquest,KEEP FANTASY CAST SECRET,1,"after 12 years of marriage, my husband and i realized that our sex life was practically dead, so we went to a marriage counselor.
the counselor (a woman) told us that a good way to put a little pep in our marriage would be to tell each other about our sexual fantasies. should i tell him about mine? he's not in any of them.
wondering",1,-3,0,3,0.5
1985,1,18,proquest,KEEP FANTASY CAST SECRET,1,"i have been married for 62 years to a man who has the habit of mumbling. no one can understand him because he won't speak up. and to make matters worse, he has the habit of putting his hand over his mouth when he talks.
everytime he says something, i ask him to repeat it. it really is nerve- racking.
i have asked him in a nice way to please keep his hands away from his mouth when he talks and to speak up, but it's like talking to a wall.
is there a solution? or is it true that you can't teach an old horse new tricks?
mumbler's wife",2,4,7,3,0.5
1985,1,20,proquest,A FORM LETTER THANK-YOU IS VERY POOR FORM,1,"what do you think of the enclosed thank-you note we just received for a wedding gift we sent to a couple?
""dear (marty and mary),
""just a personal note to let you know how much we enjoyed your presence at our wedding and reception. you were who we most hoped would attend. we decided that your gift of (a pewter ashtray) was our favorite. what a coincidence that we were discussing just before the wedding how much we needed (a pewter ashtray).
""sincerely, (bride and groom)
""p.s. please don't show this note to anybody else.""
as you can see, not only is it a form letter, it was made on a copy machine. the senders had left blanks in which they filled in the names of the givers and the kind of gift they had sent.
if we had not received this, we never would have believed that anyone would send such a ""thank-you.""
please don't use any real names.
appalled",1,10,12,2,0.75
1985,1,20,proquest,A FORM LETTER THANK-YOU IS VERY POOR FORM,1,"our family has been having a strong disagreement about what happens to relatives by marriage after a divorce occurs in the family, so my husband suggested we write to you.
my brother was married to ""sally"" for 13 years, during which time she was an aunt to my children, right? then my brother and sally were divorced, and my brother married somebody else. sally then cut herself off from our family and didn't want to know any of us. my brother says that since sally was only an aunt by marriage, she is no longer my children's aunt.
my husband says that since sally was married to my brother when our children were born, she will always be their aunt even though she divorced my brother.
who is right, my brother or my husband?
disagreeing in eugene, ore.",2,1,2,1,0.3333333333333333
1985,1,20,proquest,A FORM LETTER THANK-YOU IS VERY POOR FORM,1,"several months ago i mailed a birthday card with a generous check to my granddaughter. i heard nothing from her, but when she visited me at christmas, i asked her in a nice, polite way if she had received my card and check. she said she had. then i said, also in a nice, polite way, that i had half expected her to let me know that it had been received.
then she said, ""oh, that's not done anymore. that old custom has faded away,"" or words along that line.
i was flabbergasted. she is a smart girl, phi beta kappa and a last-year medical student.
i am an old man, but i still have all my marbles (i think), and i cannot believe that the common courtesy of acknowledging a gift has ""faded away""-- at least not in our western civilization. or am i mistaken? also, what do you think my attitude should be regarding future gifts to this granddaughter?
grandpa",3,11,13,2,0.75
1985,1,21,proquest,MOTHER BEARS BURDEN OF A DAUGHTER'S SECRET,1,"our beautiful college sophomore came home for the christmas holidays and her father and i were thrilled to see her. we live in the midwest, and she goes to an eastern college where she's a top student.
now for the bombshell. she told me she had had an abortion two months ago. i nearly dropped dead. i didn't even know she wasn't still a virgin. she said she had been intimate with two boys--both college students. worse yet, she wasn't sure which one got her pregnant. (i am shaking so hard as i write this, i can hardly hold the pen.)
of course, i forgave her, and i told her to go to confession. she said she had already gone. she begged me not to tell her father.
why, oh why did she tell me? there is nothing i can do about it except feel rotten. how i wish she hadn't told me. should i tell my husband? he would be crushed. i feel very guilty keeping this from him because we've always been so close.
please tell me what to do. i don't think i can handle this alone.
sick at heart",1,-4,10,14,0.3333333333333333
1985,1,21,proquest,MOTHER BEARS BURDEN OF A DAUGHTER'S SECRET,1,"it is christmas eve. i have just finished wrapping my mother's gift--a large, expensive color tv. she is elderly and living on social security, and she'll love it.
but i have just decided to give her another, more important gift: the gift of myself.
i will drive her to the supermarket instead of letting her walk to a high-priced convenience store.
i will take her to the long-running play she wants to see, which i have seen five times.
i will invite her to dinner more often, not just on holidays and special occasions.
i will curb my anger at her forgetfulness, and try not to answer a request on short notice with, ""i don't have the time.""
and above all, i will tell her i love her--something i haven't done in years.
i have read many, many letters in your column from people like me--full of regret after their parents were gone. in this case, it's not too late.
as i write this, i am in tears at my thoughtlessness. but, thank god, they are not tears of grief at my mother's funeral.
just woke up in california
getting married? send for abby's new, updated, expanded booklet, ""how to have a lovely wedding."" send your name and address clearly printed with a check or money order for $2.50 (this includes postage) to: dear abby, wedding booklet, p.o. box 38923, hollywood, calif. 90038.",2,7,19,12,0.4
1985,1,22,proquest,'FLAT-CHESTED' NEEDS MORE SELF-ESTEEM,1,"you told ""flat-chested,"" who felt inadequate, to wear a padded bra.
well, here is one man who would consider it unfortunate were she to take your advice. why? because the flatter the chest, the more passionate the woman.
i'm in my 50s now, and it's not just my opinion. i've talked to a lot of men, and they all said flat-chested women make better lovers.
please tell flat-chested women not to envy their big-bosomed sisters. nature has a way of compensating.
likes 'em small in iowa
",1,1,4,3,0.6666666666666666
1985,1,23,proquest,PEN MIGHTIER -- AND SAFER -- THAN CONFRONTATION,1,"i want your opinion about what i should do about this neighbor. she's my age (41) and is the talk of the neighborhood for her loose and trampy ways.
i found out she took my 15-year-old son to bed, so i went over there and told her she ought to be ashamed of herself for messing around with a young boy, and she said, ""he's no boy, he's a man, and with a little practice he'll be as good as his father."" that's when i hit her in the mouth, and her bridgework came apart.
she threatened to sue me for assault, but so far i haven't been served. god forgive me, i would like to see this evil woman dead. i have prayed and prayed, and all i can come up with is revenge.
my priest told me i should apologize to her and offer to pay for the damage i did. i told him i didn't think i could look her in the face, so he suggested i write her a letter. i'm not very good at that, so will you please tell me how to get your booklet on ""how to write letters for all occasions"" ? very truly yours.
on fire in arkansas",1,-20,2,22,0
1985,1,23,proquest,PEN MIGHTIER -- AND SAFER -- THAN CONFRONTATION,1,"my wife's mother died nine years ago. six months later, her father married a woman who had been married twice before.
recently, my father-in-law informed my wife that he was excluding her from his will and was leaving his entire estate to his new wife.
my wife is 40, her father is 70, and his new wife is 50. my wife is an only child.
my question: how should my wife treat her father?
r.",2,-3,0,3,0
1985,1,24,proquest,A TALL FENCE WILL TREE THAT CATTY NEIGHBOR,1,"i am a 69-year-old grandmother who lives alone and suffers from high blood pressure.
last week i noticed a strange woman in my back yard, so i went out to see what she was doing there. it seems she lives directly behind me. she said her cat ran out of the house, into my back yard, and climbed to the top of my tallest pine tree. we both tried to coax her down, but the poor thing was too frightened to move.
i won't bore you with the details, but that poor cat was up in my tree crying piteously for three days. it turned bitter cold, so i finally telephoned this neighbor and said, ""you must get your cat out of my tree before she freezes or starves to death. please call a tree man or somebody.""
she said, ""you call one; i can't afford it.""
she lives in a nice house and drives an expensive car, and this is a very affluent neighborhood. so i said, ""if you can't afford a pet, you shouldn't have one,"" whereupon she hung up.
the next morning, the cat somehow managed to scamper down and run home. i later learned that this neighbor telephoned my son's ex-wife and said, ""how in the world did you ever stand that dreadful mother-in-law of yours?"" (my little grandchild let the cat out of the bag--no pun intended.)
this woman invaded my property, shattered my nerves, then bad-mouthed me to my ex-daughter-in-law. what do you think of her behavior?
outraged in georgia",1,-27,5,32,0.2631578947368421
1985,1,24,proquest,A TALL FENCE WILL TREE THAT CATTY NEIGHBOR,1,"this is a second marriage for both of us. i have two grown children by a previous marriage. he has three. we have accumulated a goodly amount of property and money since our marriage.
under ohio law, what would happen if one of us were to die without a will? would the surviving children be entitled to anything? does the estate have to be probated? and does the person who probated it automatically receive a percentage of the estate?
your answers to these questions concerning ohio law will be greatly appreciated.
concerned in ohio",2,2,5,3,0.5
1985,1,25,proquest,WANTING RING BACK EXHIBITS NO CLASS,1,"my husband gave me his class ring when he asked me to marry him. he said he wanted it back when he gives me a ""real"" engagement ring.
we've been married for 26 years, and now he wants his class ring back. i won't give it to him because he hasn't come up with a real engagement ring yet.
what should i do?
still waiting",1,NA,NA,NA,NA
1985,1,25,proquest,WANTING RING BACK EXHIBITS NO CLASS,1,"my son was married recently. his father and i are divorced and his father is remarried.
my question: should my ex-husband's wife have been in the receiving line? if so, where should she have been standing?
she stood in the receiving line beside the bride, and i had to stand at the very end.
please answer in the paper. i want to show it around.
mother of the groom",2,NA,NA,NA,NA
1985,1,27,proquest,"SHE WANTS A BABY, BUT HE'S ON DRUGS",1,"my husband is involved with drugs, and i want to have a baby. will you please check with your medical experts and let me know if his involvement with drugs could affect the health of my baby?
i have never used drugs of any kind, but my husband has smoked marijuana for about 15 years, and he still smokes it daily. he also uses cocaine, quaaludes, amphetamines, etc.
please let me know.
anonymous",1,NA,NA,NA,NA
1985,1,28,proquest,"COAXING, THERAPY CAN PUT HUSBAND IN TOUCH",1,"i've been married for eight years and have two beautiful children. my husband is a very loving father, but he never expresses any affection for me. for instance, i always have to go to him for a hug or kiss. he never reaches out to touch me or even take my hand. i am naturally very affectionate. he is not. he has always been that way, but i thought after we were married he would change. we've talked about it, and he says it's just not ""in him"" to be demonstrative.
last night, he said, ""when you were in the kitchen washing dishes, i wanted to sneak up behind you and put my arms around you, but i just couldn't do it.""
i thought, how sad! if only he had done it, he would have made me the happiest woman in the world.
is it because of the way he was brought up? nobody in his family touches or kisses much. my family is just the opposite.
how can i make him change? i know he loves me, but it's really painful living with a man who never shows any affection.
hungry for affection",1,20,22,2,0.7272727272727273
1985,1,29,proquest,"NO HATS INDOORS, AND THAT MEANS YOU, TOO, TEX",1,"i was taught that a gentleman always removes his hat when he is indoors. (the exception is the kind of hat worn for religious reasons.) however, i see the 10-gallon cowboy hat worn in restaurants and even in private homes here in mesa, ariz.
have the rules of etiquette changed? or is it still considered ill- mannered for a gentleman to wear his hat indoors? and are wearers of the cowboy hat exempt from that rule?
roadrunner",1,-5,0,5,0
